"id_new","buy","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00000369",0,61,"male",74,28,1,0,"1-2 year","yes",44950.0,122
"a00000370",1,34,"male",28,8,1,0,"1-2 year","yes",24609.0,154
"a00000371",1,35,"male",292,30,1,0,"1-2 year","yes",2630.0,151
"a00000372",0,54,"female",231,28,1,0,"1-2 year","yes",50505.0,122
"a00000373",0,51,"female",206,28,1,0,"1-2 year","yes",47762.0,122
"a00000374",1,47,"male",298,28,1,0,"1-2 year","yes",26983.0,154
"a00000375",1,71,"female",73,28,1,0,"1-2 year","yes",94886.0,122
"a00000376",0,47,"male",19,41,1,0,"1-2 year","yes",52353.0,154
"a00000377",0,40,"male",222,28,1,0,"1-2 year","yes",40928.0,154
"a00000378",0,66,"male",110,28,1,1,"1-2 year","no",2630.0,122
"a00000379",0,25,"female",52,11,1,1,"< 1 year","no",51798.0,151
"a00000380",0,66,"male",80,28,1,0,"1-2 year","no",42644.0,122
"a00000381",0,42,"male",123,28,1,0,"1-2 year","yes",34272.0,122
"a00000382",0,41,"female",204,3,1,0,"1-2 year","yes",34041.0,163
"a00000383",0,30,"male",266,41,1,0,"1-2 year","yes",31702.0,154
"a00000384",0,52,"female",89,8,1,0,"1-2 year","yes",40960.0,163
"a00000385",0,46,"female",287,28,1,0,"> 2 years","yes",23876.0,154
"a00000386",1,38,"female",218,33,1,0,"1-2 year","yes",27507.0,154
"a00000387",0,38,"female",158,45,1,0,"1-2 year","yes",37846.0,154
"a00000388",0,44,"male",189,28,1,0,"1-2 year","yes",40406.0,122
"a00000389",0,28,"male",29,28,1,1,"< 1 year","no",30177.0,151
"a00000390",0,22,"female",233,41,1,0,"1-2 year","no",30154.0,154
"a00000391",0,37,"male",115,28,1,0,"1-2 year","yes",30679.0,154
"a00000392",0,64,"female",85,41,1,0,"> 2 years","yes",34287.0,154
"a00000393",0,60,"male",134,46,1,1,"1-2 year","yes",25036.0,154
"a00000394",0,44,"female",171,28,1,0,"1-2 year","yes",36182.0,122
"a00000395",0,23,"male",196,6,1,0,"< 1 year","yes",2630.0,151
"a00000396",0,62,"male",183,28,1,0,"1-2 year","yes",26027.0,122
"a00000397",0,41,"female",109,11,1,0,"1-2 year","yes",28455.0,154
"a00000398",0,66,"female",47,28,1,0,"> 2 years","yes",41410.0,122
"a00000399",0,24,"male",109,24,1,0,"< 1 year","yes",18057.0,151
"a00000400",0,29,"female",285,0,1,1,"< 1 year","no",2630.0,151
"a00000401",1,62,"male",250,33,1,0,"> 2 years","yes",32112.0,154
"a00000402",0,49,"male",103,28,1,0,"1-2 year","yes",67301.0,122
"a00000403",0,24,"male",188,39,1,0,"< 1 year","yes",38462.0,151
"a00000404",0,58,"female",86,0,1,0,"1-2 year","yes",2630.0,122
"a00000405",0,37,"male",141,24,1,1,"1-2 year","no",35161.0,154
"a00000406",0,21,"male",154,28,1,0,"1-2 year","yes",35029.0,163
"a00000407",0,56,"female",105,28,1,1,"1-2 year","no",27121.0,122
"a00000408",0,53,"male",139,28,1,0,"1-2 year","yes",49109.0,122
"a00000409",0,54,"female",80,36,1,1,"1-2 year","yes",44057.0,122
"a00000410",0,53,"female",54,8,1,1,"1-2 year","no",47578.0,122
"a00000411",0,52,"male",92,29,1,1,"1-2 year","yes",2630.0,163
"a00000412",0,52,"male",144,21,1,1,"1-2 year","no",32017.0,122
"a00000413",1,58,"female",267,28,1,0,"> 2 years","yes",2630.0,122
"a00000414",0,41,"male",221,28,1,1,"1-2 year","no",52158.0,122
"a00000415",0,77,"male",268,28,0,0,"1-2 year","yes",47360.0,122
"a00000416",0,23,"female",57,10,1,0,"< 1 year","no",24357.0,151
"a00000417",0,44,"female",218,28,1,0,"> 2 years","yes",38056.0,122
"a00000418",0,24,"female",172,28,1,1,"1-2 year","no",36257.0,163
"a00000419",0,21,"male",45,28,1,0,"< 1 year","yes",2630.0,163
"a00000420",1,46,"female",19,28,1,0,"1-2 year","yes",44223.0,122
"a00000421",0,39,"male",156,28,1,1,"1-2 year","no",2630.0,122
"a00000422",0,38,"male",115,28,1,0,"1-2 year","yes",40296.0,122
"a00000423",0,58,"male",272,28,1,0,"1-2 year","yes",50285.0,122
"a00000424",0,49,"male",184,0,1,0,"1-2 year","yes",2630.0,163
"a00000425",1,45,"female",85,6,1,0,"1-2 year","yes",2630.0,154
"a00000426",1,54,"male",19,28,1,0,"> 2 years","yes",65800.0,122
"a00000427",0,54,"male",175,11,1,0,"1-2 year","yes",29228.0,163
"a00000428",0,40,"male",197,3,1,0,"1-2 year","yes",41063.0,154
"a00000429",0,50,"male",148,28,1,0,"1-2 year","yes",24564.0,122
"a00000430",0,41,"female",272,33,1,0,"> 2 years","yes",35269.0,154
"a00000431",0,31,"male",162,15,1,1,"< 1 year","no",2630.0,151
"a00000432",0,26,"female",116,36,1,1,"< 1 year","no",34146.0,151
"a00000433",0,57,"male",147,28,1,0,"> 2 years","yes",74590.0,122
"a00000434",1,37,"male",278,41,1,0,"1-2 year","yes",27534.0,122
"a00000435",1,39,"female",58,27,1,0,"1-2 year","yes",30691.0,163
"a00000436",1,32,"male",22,28,1,0,"1-2 year","yes",33065.0,122
"a00000437",0,24,"male",60,37,1,1,"< 1 year","no",31168.0,151
"a00000438",0,44,"male",246,11,1,0,"1-2 year","yes",30755.0,154
"a00000439",0,24,"female",105,28,1,0,"< 1 year","yes",50070.0,163
"a00000440",0,29,"male",109,18,1,1,"1-2 year","no",32357.0,154
"a00000441",1,24,"female",42,27,1,0,"< 1 year","yes",25529.0,151
"a00000442",0,48,"male",32,30,1,0,"1-2 year","yes",31690.0,154
"a00000443",0,60,"male",176,28,1,1,"1-2 year","no",37912.0,154
"a00000444",0,49,"male",111,28,1,0,"1-2 year","yes",34253.0,122
"a00000445",1,40,"male",170,28,1,0,"1-2 year","yes",27723.0,122
"a00000446",1,30,"male",282,2,1,0,"1-2 year","yes",2630.0,163
"a00000447",0,24,"male",166,29,1,0,"< 1 year","yes",48010.0,151
"a00000448",0,23,"female",153,11,1,1,"< 1 year","no",24674.0,151
"a00000449",0,61,"female",142,40,1,0,"1-2 year","yes",31097.0,122
"a00000450",1,41,"male",186,41,1,0,"1-2 year","yes",39532.0,154
"a00000451",1,26,"male",46,28,1,0,"1-2 year","yes",46434.0,154
"a00000452",0,24,"female",293,15,1,1,"< 1 year","no",43377.0,151
"a00000453",0,41,"male",252,45,1,1,"1-2 year","no",31018.0,122
"a00000454",0,34,"male",96,40,1,0,"1-2 year","yes",33117.0,154
"a00000455",0,51,"female",219,28,1,1,"1-2 year","no",28628.0,122
"a00000456",0,31,"female",216,2,1,1,"< 1 year","no",25918.0,151
"a00000457",0,63,"male",287,28,1,0,"> 2 years","yes",33529.0,122
"a00000458",0,21,"male",86,28,1,0,"1-2 year","yes",52562.0,154
"a00000459",0,21,"female",197,18,1,0,"< 1 year","yes",43969.0,163
"a00000460",1,69,"female",70,28,1,0,"1-2 year","yes",55317.0,122
"a00000461",0,20,"female",146,21,1,1,"< 1 year","no",2630.0,163
"a00000462",0,56,"female",146,41,1,1,"1-2 year","no",44225.0,122
"a00000463",0,43,"female",74,18,1,1,"1-2 year","yes",24911.0,163
"a00000464",0,27,"female",54,47,1,0,"< 1 year","yes",28257.0,122
"a00000465",0,42,"female",249,28,1,1,"1-2 year","no",41557.0,122
"a00000466",0,34,"female",135,30,1,0,"1-2 year","no",2630.0,151
"a00000467",0,41,"female",297,28,1,0,"1-2 year","yes",37410.0,122
"a00000468",0,36,"female",84,28,1,0,"1-2 year","yes",33738.0,122
"a00000469",1,45,"female",205,28,1,0,"1-2 year","yes",2630.0,122
"a00000470",1,36,"male",171,28,1,0,"1-2 year","yes",42123.0,122
"a00000471",0,53,"male",171,8,1,0,"1-2 year","yes",41352.0,154
"a00000472",0,71,"male",292,28,1,0,"1-2 year","yes",32936.0,122
"a00000473",0,49,"female",10,28,1,0,"1-2 year","yes",19325.0,163
"a00000474",0,23,"female",218,31,1,1,"< 1 year","no",2630.0,151
"a00000475",0,74,"male",261,28,1,1,"1-2 year","no",35541.0,122
"a00000476",0,23,"female",171,8,1,1,"< 1 year","no",30770.0,151
"a00000477",0,25,"female",290,50,1,0,"< 1 year","yes",34912.0,151
"a00000478",0,45,"female",116,28,1,0,"1-2 year","yes",31750.0,122
"a00000479",0,23,"female",10,28,1,0,"< 1 year","yes",36301.0,122
"a00000480",0,37,"male",191,28,1,0,"1-2 year","yes",31485.0,122
"a00000481",0,50,"male",215,50,1,0,"1-2 year","yes",51502.0,154
"a00000482",0,35,"male",130,27,1,0,"1-2 year","yes",26640.0,122
"a00000483",0,33,"male",41,18,1,0,"< 1 year","yes",19857.0,163
"a00000484",0,59,"male",258,25,1,0,"1-2 year","yes",40159.0,154
"a00000485",0,30,"female",69,3,1,0,"1-2 year","yes",32853.0,154
"a00000486",0,24,"female",217,8,1,0,"< 1 year","yes",35449.0,151
"a00000487",0,25,"female",154,28,1,0,"< 1 year","yes",48568.0,154
"a00000488",0,33,"male",236,8,1,1,"< 1 year","no",46319.0,154
"a00000489",1,68,"male",283,39,1,0,"1-2 year","yes",53277.0,122
"a00000490",0,53,"male",49,28,1,0,"1-2 year","yes",64775.0,122
"a00000491",0,31,"male",70,26,1,0,"1-2 year","yes",39932.0,154
"a00000492",0,29,"male",218,2,1,0,"< 1 year","yes",30385.0,154
"a00000493",0,56,"male",206,3,1,0,"1-2 year","yes",21924.0,163
"a00000494",0,63,"male",210,15,1,1,"1-2 year","no",2630.0,151
"a00000495",1,25,"male",202,28,1,0,"< 1 year","yes",38488.0,122
"a00000496",0,25,"female",25,28,1,1,"< 1 year","no",43011.0,151
"a00000497",0,56,"male",288,28,1,0,"1-2 year","yes",2630.0,122
"a00000498",0,24,"male",260,37,1,1,"< 1 year","yes",25942.0,151
"a00000499",0,52,"female",114,28,1,0,"1-2 year","no",38075.0,122
"a00000500",1,61,"female",232,28,1,0,"1-2 year","yes",35350.0,154
"a00000501",0,24,"male",176,45,1,0,"< 1 year","no",39178.0,154
"a00000502",0,24,"male",291,28,1,1,"< 1 year","no",29613.0,151
"a00000503",0,23,"male",142,15,1,0,"< 1 year","yes",38052.0,151
"a00000504",0,23,"female",136,14,1,1,"< 1 year","no",29882.0,151
"a00000505",0,21,"male",289,18,1,1,"1-2 year","no",35227.0,122
"a00000506",0,78,"female",190,28,1,0,"1-2 year","yes",30874.0,122
"a00000507",0,41,"male",249,28,1,0,"1-2 year","yes",2630.0,163
"a00000508",0,24,"female",214,28,1,0,"< 1 year","yes",39490.0,151
"a00000509",0,25,"male",238,41,1,0,"< 1 year","yes",43332.0,163
"a00000510",0,59,"male",299,28,1,1,"1-2 year","no",77392.0,122
"a00000511",0,38,"male",72,28,1,0,"1-2 year","yes",40332.0,122
"a00000512",0,36,"male",89,8,1,1,"1-2 year","no",23763.0,122
"a00000513",0,59,"female",122,28,1,1,"1-2 year","no",37241.0,122
"a00000514",0,43,"male",105,35,1,1,"1-2 year","no",67567.0,154
"a00000515",0,23,"female",79,29,1,1,"< 1 year","no",40533.0,151
"a00000516",0,49,"male",148,32,1,0,"1-2 year","yes",2630.0,154
"a00000517",0,22,"male",226,21,1,0,"< 1 year","yes",31888.0,122
"a00000518",1,38,"male",116,29,1,0,"1-2 year","yes",32357.0,163
"a00000519",0,50,"male",285,28,1,0,"1-2 year","yes",37783.0,163
"a00000520",0,35,"male",139,46,1,0,"1-2 year","yes",24417.0,154
"a00000521",0,42,"male",127,28,1,0,"1-2 year","yes",32861.0,122
"a00000522",0,25,"female",245,13,1,1,"< 1 year","no",41186.0,151
"a00000523",0,36,"male",101,39,1,0,"1-2 year","no",2630.0,154
"a00000524",0,43,"male",108,7,1,0,"1-2 year","yes",52329.0,154
"a00000525",0,41,"male",133,28,1,0,"1-2 year","yes",33496.0,163
"a00000526",0,71,"male",102,0,1,0,"1-2 year","yes",2630.0,122
"a00000527",0,64,"female",13,38,1,1,"1-2 year","no",33839.0,154
"a00000528",0,28,"female",127,28,1,0,"< 1 year","yes",45654.0,163
"a00000529",1,68,"male",174,28,1,0,"> 2 years","yes",43394.0,122
"a00000530",0,63,"male",62,28,1,0,"1-2 year","yes",37650.0,122
"a00000531",0,23,"female",226,2,1,0,"< 1 year","yes",26372.0,151
"a00000532",0,23,"female",80,22,1,0,"< 1 year","yes",21894.0,151
"a00000533",0,24,"male",245,6,1,1,"< 1 year","no",18576.0,151
"a00000534",0,25,"female",58,8,1,1,"< 1 year","no",35019.0,151
"a00000535",0,35,"female",157,28,1,0,"1-2 year","yes",33342.0,154
"a00000536",0,27,"male",22,3,1,1,"< 1 year","yes",2630.0,163
"a00000537",1,73,"male",58,28,1,0,"> 2 years","yes",41435.0,122
"a00000538",1,38,"male",14,50,1,0,"1-2 year","yes",20488.0,163
"a00000539",0,23,"female",160,8,1,0,"< 1 year","yes",31017.0,151
"a00000540",0,23,"female",126,10,1,0,"< 1 year","yes",2630.0,151
"a00000541",0,24,"male",111,16,1,0,"< 1 year","yes",16102.0,151
"a00000542",0,28,"male",104,30,1,0,"1-2 year","yes",31401.0,154
"a00000543",0,42,"female",66,28,1,1,"1-2 year","no",47965.0,122
"a00000544",0,67,"male",28,39,1,1,"1-2 year","no",32321.0,122
"a00000545",0,36,"male",52,23,1,0,"1-2 year","yes",26070.0,154
"a00000546",0,68,"male",190,28,1,1,"1-2 year","no",37536.0,122
"a00000547",0,39,"female",51,28,1,0,"1-2 year","yes",36265.0,154
"a00000548",0,37,"male",81,28,1,0,"1-2 year","yes",2630.0,154
"a00000549",0,53,"male",151,23,1,0,"1-2 year","yes",33884.0,154
"a00000550",0,43,"female",220,15,1,0,"1-2 year","yes",35401.0,154
"a00000551",1,40,"female",58,28,1,0,"1-2 year","yes",23642.0,122
"a00000552",0,21,"male",214,28,1,0,"1-2 year","yes",42329.0,154
"a00000553",0,33,"male",31,28,1,1,"< 1 year","no",27550.0,151
"a00000554",0,55,"female",39,23,1,1,"1-2 year","no",29947.0,122
"a00000555",1,32,"female",98,3,1,0,"1-2 year","yes",26815.0,154
"a00000556",0,51,"female",44,28,1,1,"1-2 year","no",31031.0,122
"a00000557",0,32,"male",169,15,1,0,"< 1 year","yes",2630.0,163
"a00000558",1,46,"male",174,20,1,0,"1-2 year","yes",2630.0,154
"a00000559",0,26,"male",293,28,1,0,"< 1 year","yes",40220.0,122
"a00000560",0,23,"female",237,41,1,0,"< 1 year","yes",37660.0,151
"a00000561",0,49,"male",230,28,1,0,"1-2 year","yes",45544.0,122
"a00000562",0,39,"male",217,0,1,0,"1-2 year","yes",2630.0,122
"a00000563",1,49,"female",283,28,1,0,"> 2 years","yes",51545.0,122
"a00000564",1,35,"male",54,38,1,0,"1-2 year","yes",35079.0,154
"a00000565",0,23,"male",146,5,1,0,"< 1 year","yes",26494.0,151
"a00000566",0,63,"male",155,28,1,0,"> 2 years","yes",44983.0,122
"a00000567",0,50,"male",113,4,1,1,"1-2 year","no",27231.0,154
"a00000568",0,57,"female",283,28,1,0,"> 2 years","yes",38715.0,154
"a00000569",0,51,"male",281,28,1,0,"1-2 year","no",28771.0,122
"a00000570",0,43,"female",106,28,1,0,"1-2 year","yes",38766.0,122
"a00000571",1,79,"male",195,28,1,0,"1-2 year","yes",42710.0,122
"a00000572",0,34,"male",248,41,1,1,"1-2 year","no",36778.0,122
"a00000573",0,38,"male",292,6,1,0,"1-2 year","yes",32457.0,163
"a00000574",0,26,"female",36,11,1,1,"< 1 year","no",22797.0,151
"a00000575",0,41,"male",84,28,1,0,"> 2 years","yes",49301.0,122
"a00000576",0,37,"male",101,28,1,0,"1-2 year","yes",50917.0,154
"a00000577",0,33,"female",144,28,1,1,"1-2 year","yes",25717.0,122
"a00000578",0,52,"female",294,9,1,0,"1-2 year","yes",25665.0,154
"a00000579",0,53,"female",154,26,1,0,"1-2 year","yes",29736.0,154
"a00000580",0,48,"male",211,28,1,0,"1-2 year","yes",59507.0,122
"a00000581",1,29,"male",158,30,1,0,"< 1 year","yes",23223.0,154
"a00000582",0,36,"male",84,28,1,0,"1-2 year","yes",24403.0,163
"a00000583",0,38,"male",289,28,1,0,"1-2 year","yes",52076.0,122
"a00000584",1,44,"male",288,28,1,0,"1-2 year","yes",30707.0,154
"a00000585",1,29,"male",114,14,1,0,"1-2 year","yes",22658.0,154
"a00000586",0,43,"female",149,28,1,0,"1-2 year","yes",28849.0,154
"a00000587",0,65,"female",281,28,1,0,"1-2 year","yes",43557.0,122
"a00000588",0,56,"female",153,28,1,0,"1-2 year","yes",2630.0,122
"a00000589",0,33,"male",14,29,1,1,"1-2 year","no",25693.0,154
"a00000590",0,30,"male",65,21,1,0,"1-2 year","yes",27796.0,154
"a00000591",1,78,"female",100,28,1,0,"1-2 year","yes",63103.0,122
"a00000592",0,57,"female",49,28,1,0,"> 2 years","yes",48423.0,122
"a00000593",0,45,"male",283,30,1,1,"1-2 year","no",30957.0,151
"a00000594",0,33,"female",174,28,1,1,"1-2 year","no",44294.0,122
"a00000595",1,43,"male",234,18,1,0,"1-2 year","yes",37776.0,154
"a00000596",0,39,"female",13,28,1,0,"1-2 year","yes",42915.0,154
"a00000597",0,46,"male",47,3,1,1,"1-2 year","no",27893.0,122
"a00000598",0,35,"female",220,28,1,1,"1-2 year","no",43588.0,122
"a00000599",0,24,"male",39,21,1,1,"< 1 year","no",24755.0,151
"a00000600",0,40,"female",223,28,1,0,"1-2 year","yes",21803.0,122
"a00000601",0,40,"male",151,34,1,0,"1-2 year","yes",27572.0,122
"a00000602",0,51,"male",272,28,1,0,"1-2 year","yes",2630.0,154
"a00000603",0,46,"male",212,8,1,0,"1-2 year","yes",23208.0,154
"a00000604",0,26,"female",222,41,1,1,"< 1 year","no",30203.0,151
"a00000605",0,26,"male",136,28,1,1,"< 1 year","no",2630.0,151
"a00000606",0,42,"female",138,28,1,0,"1-2 year","yes",39437.0,122
"a00000607",0,64,"female",50,28,1,0,"1-2 year","yes",58864.0,122
"a00000608",0,36,"male",299,28,1,0,"1-2 year","yes",69279.0,122
"a00000609",0,40,"male",54,0,1,0,"1-2 year","yes",2630.0,122
"a00000610",0,23,"female",87,14,1,1,"< 1 year","no",27128.0,151
"a00000611",0,40,"male",23,28,1,0,"1-2 year","no",45758.0,122
"a00000612",0,44,"female",65,28,1,0,"1-2 year","yes",34595.0,122
"a00000613",1,53,"female",189,28,1,0,"1-2 year","yes",46138.0,122
"a00000614",1,45,"male",114,28,1,0,"1-2 year","yes",41631.0,122
"a00000615",0,23,"female",151,45,1,1,"< 1 year","no",23009.0,151
"a00000616",0,23,"female",79,47,1,1,"< 1 year","no",27666.0,151
"a00000617",1,72,"male",279,50,1,0,"1-2 year","yes",31397.0,154
"a00000618",0,62,"male",90,28,1,0,"> 2 years","yes",34400.0,122
"a00000619",1,31,"male",27,28,1,0,"1-2 year","yes",24008.0,163
"a00000620",0,23,"male",295,41,1,0,"1-2 year","yes",29813.0,154
"a00000621",0,29,"male",258,28,1,1,"< 1 year","no",29181.0,151
"a00000622",0,72,"female",281,28,1,0,"1-2 year","yes",2630.0,122
"a00000623",1,76,"female",235,17,1,0,"> 2 years","yes",33492.0,122
"a00000624",1,39,"female",84,28,1,0,"1-2 year","yes",59080.0,122
"a00000625",0,23,"female",87,15,1,1,"< 1 year","no",28598.0,151
"a00000626",0,40,"male",256,28,1,0,"1-2 year","no",48678.0,122
"a00000627",0,24,"female",174,16,1,0,"< 1 year","yes",45627.0,151
"a00000628",0,72,"female",110,0,1,1,"1-2 year","no",2630.0,122
"a00000629",0,35,"male",56,28,1,0,"1-2 year","yes",63284.0,122
"a00000630",0,70,"female",129,28,1,0,"> 2 years","yes",25722.0,122
"a00000631",0,45,"male",180,28,1,0,"1-2 year","yes",40874.0,122
"a00000632",0,39,"female",252,28,1,1,"1-2 year","no",46160.0,122
"a00000633",0,77,"male",287,3,1,0,"1-2 year","yes",30789.0,154
"a00000634",0,21,"female",62,33,1,0,"< 1 year","yes",32476.0,163
"a00000635",0,73,"male",196,18,1,1,"1-2 year","no",2630.0,122
"a00000636",0,57,"male",209,28,1,0,"1-2 year","yes",40958.0,122
"a00000637",1,23,"male",295,29,1,0,"1-2 year","yes",42705.0,163
"a00000638",0,56,"female",242,0,1,1,"1-2 year","no",2630.0,122
"a00000639",0,50,"female",216,43,1,0,"1-2 year","yes",49878.0,154
"a00000640",0,72,"female",66,24,0,0,"1-2 year","yes",32780.0,122
"a00000641",0,24,"male",267,47,1,1,"< 1 year","no",2630.0,151
"a00000642",0,63,"male",240,11,1,1,"1-2 year","no",67021.0,122
"a00000643",0,37,"male",118,28,1,0,"1-2 year","no",57161.0,122
"a00000644",0,66,"male",10,2,1,1,"1-2 year","no",38924.0,122
"a00000645",0,60,"female",211,28,1,0,"1-2 year","no",45095.0,122
"a00000646",0,42,"male",221,28,1,0,"1-2 year","yes",43229.0,122
"a00000647",1,48,"female",227,33,1,0,"1-2 year","yes",38317.0,163
"a00000648",0,24,"female",288,28,1,0,"< 1 year","yes",57591.0,163
"a00000649",0,46,"male",167,47,1,0,"1-2 year","yes",26157.0,122
"a00000650",0,50,"male",247,28,1,0,"1-2 year","yes",50768.0,122
"a00000651",0,73,"female",94,28,1,0,"1-2 year","yes",32607.0,122
"a00000652",0,52,"female",257,41,1,0,"> 2 years","yes",50316.0,163
"a00000653",0,61,"male",63,8,1,0,"1-2 year","yes",52820.0,122
"a00000654",0,49,"female",140,7,1,0,"1-2 year","yes",2630.0,122
"a00000655",0,23,"female",150,32,1,0,"< 1 year","yes",25666.0,151
"a00000656",0,21,"male",28,6,1,0,"< 1 year","yes",29430.0,163
"a00000657",0,59,"male",210,28,1,0,"1-2 year","yes",26871.0,122
"a00000658",0,36,"male",212,28,1,0,"1-2 year","no",33051.0,122
"a00000659",0,33,"male",163,46,1,0,"< 1 year","yes",33942.0,154
"a00000660",0,49,"female",62,28,1,1,"1-2 year","no",37415.0,122
"a00000661",1,48,"male",135,3,1,0,"1-2 year","yes",27070.0,154
"a00000662",1,51,"male",186,4,1,0,"1-2 year","yes",2630.0,154
"a00000663",1,32,"female",89,8,1,0,"< 1 year","yes",46820.0,154
"a00000664",1,36,"male",159,29,1,0,"1-2 year","yes",37875.0,163
"a00000665",0,67,"male",19,37,1,0,"1-2 year","yes",40952.0,122
"a00000666",0,59,"female",206,50,1,1,"1-2 year","no",46468.0,122
"a00000667",0,58,"male",268,0,1,0,"1-2 year","yes",2630.0,122
"a00000668",0,45,"male",32,30,1,0,"1-2 year","yes",34303.0,122
"a00000669",0,31,"male",263,8,1,0,"1-2 year","yes",40593.0,154
"a00000670",0,39,"female",178,28,1,0,"1-2 year","yes",58647.0,122
"a00000671",0,75,"male",163,28,1,0,"1-2 year","yes",31356.0,122
"a00000672",0,41,"male",28,28,1,0,"1-2 year","yes",30105.0,122
"a00000673",0,53,"female",90,28,1,0,"> 2 years","yes",37247.0,154
"a00000674",0,39,"male",38,28,1,0,"1-2 year","yes",37646.0,122
"a00000675",1,33,"female",103,28,1,0,"< 1 year","yes",50877.0,122
"a00000676",0,23,"male",170,33,1,1,"< 1 year","no",2630.0,151
"a00000677",0,46,"female",91,25,1,1,"1-2 year","no",30625.0,122
"a00000678",0,41,"male",170,22,1,1,"1-2 year","yes",25611.0,154
"a00000679",0,21,"female",119,47,1,1,"< 1 year","no",32811.0,163
"a00000680",0,25,"male",244,26,1,1,"1-2 year","no",34010.0,154
"a00000681",0,57,"male",161,30,1,0,"1-2 year","yes",35276.0,154
"a00000682",1,63,"female",55,28,1,0,"1-2 year","yes",28539.0,122
"a00000683",0,24,"male",272,37,1,1,"< 1 year","no",30915.0,151
"a00000684",0,37,"male",270,31,1,1,"1-2 year","yes",2630.0,163
"a00000685",0,39,"male",90,27,1,1,"1-2 year","no",27257.0,154
"a00000686",0,35,"male",226,2,1,0,"1-2 year","yes",28971.0,154
"a00000687",0,59,"male",180,28,1,0,"> 2 years","yes",2630.0,122
"a00000688",0,36,"male",148,4,1,0,"1-2 year","yes",31302.0,154
"a00000689",0,69,"female",114,28,1,0,"1-2 year","yes",91644.0,122
"a00000690",0,22,"male",146,41,1,1,"1-2 year","yes",2630.0,163
